method_implementation_map_id,method_id,implementation_id,support_level,api_name,method_selector,implementation_notes,limitations,source_ids,confidence,last_verified
\SMIM00086,\SM_PARTICLE_SWARM,\SI_NEVERGRAD,\Snative,\Snevergrad.optimization.optimizerlib,\S,\Sportfolio名はalgorithm familyと同一視しない。instrumentation/constraint handling/parallel budgetで挙動が変わる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS033,\Shigh,\S2026-07-13
\SMIM00087,\SM_RANDOM_SEARCH,\SI_NEVERGRAD,\Snative,\Snevergrad.optimization.optimizerlib,\S,\Sportfolio名はalgorithm familyと同一視しない。instrumentation/constraint handling/parallel budgetで挙動が変わる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS033,\Shigh,\S2026-07-13
\SMIM00088,\SM_TPE,\SI_OPTUNA,\Snative,\Soptuna.create_study / Study.optimize,\Ssampler/pruner,\Ssampler、pruner、storage、trial stateを別要素として記録。pruningはlearning curve biasを検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS034,\Shigh,\S2026-07-13
\SMIM00089,\SM_RANDOM_SEARCH,\SI_OPTUNA,\Snative,\Soptuna.create_study / Study.optimize,\Ssampler/pruner,\Ssampler、pruner、storage、trial stateを別要素として記録。pruningはlearning curve biasを検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS034,\Shigh,\S2026-07-13
\SMIM00090,\SM_HYPERBAND_ASHA,\SI_OPTUNA,\Snative,\Soptuna.create_study / Study.optimize,\Ssampler/pruner,\Ssampler、pruner、storage、trial stateを別要素として記録。pruningはlearning curve biasを検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS034,\Shigh,\S2026-07-13
\SMIM00091,\SM_BAYESIAN_OPT_GP,\SI_OPTUNA,\Snative,\Soptuna.create_study / Study.optimize,\Ssampler/pruner,\Ssampler、pruner、storage、trial stateを別要素として記録。pruningはlearning curve biasを検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS034,\Shigh,\S2026-07-13
\SMIM00092,\SM_BAYESIAN_OPT_GP,\SI_BOTORCH,\Snative,\Sbotorch / optimize_acqf,\Smodel/acquisition,\Sposterior uncertaintyは最適性証明ではない。outcome transform、noise model、acquisition optimizationを検査。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS035,\Shigh,\S2026-07-13
\SMIM00093,\SM_TURBO_SAASBO,\SI_BOTORCH,\Snative,\Sbotorch / optimize_acqf,\Smodel/acquisition,\Sposterior uncertaintyは最適性証明ではない。outcome transform、noise model、acquisition optimizationを検査。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS035,\Shigh,\S2026-07-13
\SMIM00094,\SM_BAYESIAN_OPT_GP,\SI_AX,\Snative,\Sax.service / AxClient,\S,\Sservice/modelbridge層。generation strategyとunderlying BoTorch modelを分離して記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS036,\Shigh,\S2026-07-13
\SMIM00095,\SM_TURBO_SAASBO,\SI_AX,\Snative,\Sax.service / AxClient,\S,\Sservice/modelbridge層。generation strategyとunderlying BoTorch modelを分離して記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS036,\Shigh,\S2026-07-13
\SMIM00096,\SM_RANDOM_SEARCH,\SI_AX,\Snative,\Sax.service / AxClient,\S,\Sservice/modelbridge層。generation strategyとunderlying BoTorch modelを分離して記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS036,\Shigh,\S2026-07-13
\SMIM00097,\SM_SMAC_RF,\SI_SMAC3,\Snative,\Ssmac.HyperparameterOptimizationFacade,\S,\Sscenario、intensifier、runhistory、budget/fidelityを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS037,\Shigh,\S2026-07-13
\SMIM00098,\SM_RANDOM_SEARCH,\SI_SMAC3,\Snative,\Ssmac.HyperparameterOptimizationFacade,\S,\Sscenario、intensifier、runhistory、budget/fidelityを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS037,\Shigh,\S2026-07-13
\SMIM00099,\SM_RANDOM_SEARCH,\SI_RAY_TUNE,\Snative,\Sray.tune.Tuner,\Ssearch_alg/scheduler,\STuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS038,\Shigh,\S2026-07-13
\SMIM00100,\SM_HYPERBAND_ASHA,\SI_RAY_TUNE,\Snative,\Sray.tune.Tuner,\Ssearch_alg/scheduler,\STuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS038,\Shigh,\S2026-07-13
\SMIM00101,\SM_PBT,\SI_RAY_TUNE,\Snative,\Sray.tune.Tuner,\Ssearch_alg/scheduler,\STuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS038,\Shigh,\S2026-07-13
\SMIM00102,\SM_BAYESIAN_OPT_GP,\SI_RAY_TUNE,\Snative,\Sray.tune.Tuner,\Ssearch_alg/scheduler,\STuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS038,\Shigh,\S2026-07-13
\SMIM00103,\SM_NSGA_II,\SI_PYMOO,\Snative,\Spymoo.optimize.minimize,\Salgorithm object,\Stermination、reference directions、constraint violation、performance indicatorsを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS039,\Shigh,\S2026-07-13
\SMIM00104,\SM_NSGA_III,\SI_PYMOO,\Snative,\Spymoo.optimize.minimize,\Salgorithm object,\Stermination、reference directions、constraint violation、performance indicatorsを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS039,\Shigh,\S2026-07-13
\SMIM00105,\SM_MOEA_D,\SI_PYMOO,\Snative,\Spymoo.optimize.minimize,\Salgorithm object,\Stermination、reference directions、constraint violation、performance indicatorsを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS039,\Shigh,\S2026-07-13
\SMIM00106,\SM_GENETIC_ALGORITHM,\SI_PYMOO,\Snative,\Spymoo.optimize.minimize,\Salgorithm object,\Stermination、reference directions、constraint violation、performance indicatorsを明示。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS039,\Shigh,\S2026-07-13
\SMIM00107,\SM_GENETIC_ALGORITHM,\SI_DEAP,\Snative,\Sdeap.algorithms / toolbox,\S,\Sframeworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS040,\Shigh,\S2026-07-13
\SMIM00108,\SM_PARTICLE_SWARM,\SI_DEAP,\Snative,\Sdeap.algorithms / toolbox,\S,\Sframeworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS040,\Shigh,\S2026-07-13
\SMIM00109,\SM_NSGA_II,\SI_DEAP,\Snative,\Sdeap.algorithms / toolbox,\S,\Sframeworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS040,\Shigh,\S2026-07-13
\SMIM00110,\SM_GAUSS_NEWTON,\SI_CERES,\Snative,\Sceres::Solve,\S,\Srobust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS041;S077,\Shigh,\S2026-07-13
\SMIM00111,\SM_LEVENBERG_MARQUARDT,\SI_CERES,\Snative,\Sceres::Solve,\S,\Srobust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS041;S077,\Shigh,\S2026-07-13
\SMIM00112,\SM_TRUST_KRYLOV,\SI_CERES,\Snative,\Sceres::Solve,\S,\Srobust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS041;S077,\Shigh,\S2026-07-13
\SMIM00113,\SM_INTERIOR_POINT_NLP,\SI_CASADI,\Snative,\Scasadi.nlpsol / qpsol,\Splugin name,\SCasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS042,\Shigh,\S2026-07-13
\SMIM00114,\SM_SQP,\SI_CASADI,\Snative,\Scasadi.nlpsol / qpsol,\Splugin name,\SCasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS042,\Shigh,\S2026-07-13
\SMIM00115,\SM_MULTIPLE_SHOOTING,\SI_CASADI,\Snative,\Scasadi.nlpsol / qpsol,\Splugin name,\SCasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS042,\Shigh,\S2026-07-13
\SMIM00116,\SM_DIRECT_COLLOCATION,\SI_CASADI,\Snative,\Scasadi.nlpsol / qpsol,\Splugin name,\SCasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS042,\Shigh,\S2026-07-13
\SMIM00117,\SM_MULTIPLE_SHOOTING,\SI_ACADOS,\Snative,\SAcadosOcpSolver / native,\S,\Sreal-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS043;S076,\Shigh,\S2026-07-13
\SMIM00118,\SM_SQP,\SI_ACADOS,\Snative,\SAcadosOcpSolver / native,\S,\Sreal-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS043;S076,\Shigh,\S2026-07-13
\SMIM00119,\SM_ILQR_DDP,\SI_ACADOS,\Snative,\SAcadosOcpSolver / native,\S,\Sreal-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS043;S076,\Shigh,\S2026-07-13
\SMIM00120,\SM_ADMM_QP,\SI_ACADOS,\Snative,\SAcadosOcpSolver / native,\S,\Sreal-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS043;S076,\Shigh,\S2026-07-13
\SMIM00121,\SM_RIEMANNIAN_GRADIENT,\SI_PYMANOPT,\Snative,\Spymanopt.optimizers.*,\S,\Smanifold、backend、cost decorator、Riemannian derivative validationを確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS044,\Shigh,\S2026-07-13
\SMIM00122,\SM_RIEMANNIAN_TRUST_REGION,\SI_PYMANOPT,\Snative,\Spymanopt.optimizers.*,\S,\Smanifold、backend、cost decorator、Riemannian derivative validationを確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS044,\Shigh,\S2026-07-13
\SMIM00123,\SM_RIEMANNIAN_GRADIENT,\SI_MANOPT_MATLAB,\Snative,\Strustregions / conjugategradient / steepestdescent,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS045,\Smedium,\S2026-07-13
\SMIM00124,\SM_RIEMANNIAN_TRUST_REGION,\SI_MANOPT_MATLAB,\Snative,\Strustregions / conjugategradient / steepestdescent,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS045,\Smedium,\S2026-07-13
\SMIM00125,\SM_LBFGS,\SI_JAXOPT,\Snative,\Sjaxopt.*,\S,\Sofficial repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS046,\Shigh,\S2026-07-13
\SMIM00126,\SM_PROJECTED_GRADIENT,\SI_JAXOPT,\Snative,\Sjaxopt.*,\S,\Sofficial repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS046,\Shigh,\S2026-07-13
\SMIM00127,\SM_GAUSS_NEWTON,\SI_JAXOPT,\Snative,\Sjaxopt.*,\S,\Sofficial repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS046,\Shigh,\S2026-07-13
\SMIM00128,\SM_PROX_GRADIENT,\SI_JAXOPT,\Snative,\Sjaxopt.*,\S,\Sofficial repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS046,\Shigh,\S2026-07-13
\SMIM00129,\SM_SGD,\SI_OPTAX,\Snative,\Soptax.*,\S,\Soptimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS047,\Shigh,\S2026-07-13
\SMIM00130,\SM_MOMENTUM_SGD,\SI_OPTAX,\Snative,\Soptax.*,\S,\Soptimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS047,\Shigh,\S2026-07-13
\SMIM00131,\SM_ADAM,\SI_OPTAX,\Snative,\Soptax.*,\S,\Soptimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS047,\Shigh,\S2026-07-13
\SMIM00132,\SM_ADAMW,\SI_OPTAX,\Snative,\Soptax.*,\S,\Soptimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS047,\Shigh,\S2026-07-13
\SMIM00133,\SM_SGD,\SI_PYTORCH_OPTIM,\Snative,\Storch.optim.*,\S,\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS048,\Shigh,\S2026-07-13
\SMIM00134,\SM_MOMENTUM_SGD,\SI_PYTORCH_OPTIM,\Snative,\Storch.optim.*,\S,\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS048,\Shigh,\S2026-07-13
\SMIM00135,\SM_ADAM,\SI_PYTORCH_OPTIM,\Snative,\Storch.optim.*,\S,\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS048,\Shigh,\S2026-07-13
\SMIM00136,\SM_ADAMW,\SI_PYTORCH_OPTIM,\Snative,\Storch.optim.*,\S,\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS048,\Shigh,\S2026-07-13
\SMIM00137,\SM_LBFGS,\SI_PYTORCH_OPTIM,\Snative,\Storch.optim.*,\S,\Soptimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS048,\Shigh,\S2026-07-13
\SMIM00138,\SM_SGD,\SI_TENSORFLOW_OPTIM,\Snative,\Stf.keras.optimizers.*,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS049,\Shigh,\S2026-07-13
\SMIM00139,\SM_MOMENTUM_SGD,\SI_TENSORFLOW_OPTIM,\Snative,\Stf.keras.optimizers.*,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS049,\Shigh,\S2026-07-13
\SMIM00140,\SM_ADAM,\SI_TENSORFLOW_OPTIM,\Snative,\Stf.keras.optimizers.*,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS049,\Shigh,\S2026-07-13
\SMIM00141,\SM_ADAMW,\SI_TENSORFLOW_OPTIM,\Snative,\Stf.keras.optimizers.*,\S,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS049,\Shigh,\S2026-07-13
\SMIM00142,\SM_DIRECT_COLLOCATION,\SI_DRAKE,\Snative,\Spydrake.solvers.MathematicalProgram,\S,\SMathematicalProgramと個別solver、geometry/trajectory classesを分離。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS050,\Shigh,\S2026-07-13
\SMIM00143,\SM_MULTIPLE_SHOOTING,\SI_DRAKE,\Snative,\Spydrake.solvers.MathematicalProgram,\S,\SMathematicalProgramと個別solver、geometry/trajectory classesを分離。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS050,\Shigh,\S2026-07-13
\SMIM00144,\SM_INTERIOR_POINT_NLP,\SI_DRAKE,\Snative,\Spydrake.solvers.MathematicalProgram,\S,\SMathematicalProgramと個別solver、geometry/trajectory classesを分離。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS050,\Shigh,\S2026-07-13
\SMIM00145,\SM_BRANCH_CUT,\SI_DRAKE,\Snative,\Spydrake.solvers.MathematicalProgram,\S,\SMathematicalProgramと個別solver、geometry/trajectory classesを分離。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS050,\Shigh,\S2026-07-13
\SMIM00146,\SM_SIMPLEX,\SI_JUMP,\Svia_wrapper,\SJuMP.optimize!,\Soptimizer backend,\SJuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS051,\Shigh,\S2026-07-13
\SMIM00147,\SM_PRIMAL_DUAL_CONIC,\SI_JUMP,\Svia_wrapper,\SJuMP.optimize!,\Soptimizer backend,\SJuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS051,\Shigh,\S2026-07-13
\SMIM00148,\SM_BRANCH_CUT,\SI_JUMP,\Svia_wrapper,\SJuMP.optimize!,\Soptimizer backend,\SJuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS051,\Shigh,\S2026-07-13
\SMIM00149,\SM_INTERIOR_POINT_NLP,\SI_JUMP,\Svia_wrapper,\SJuMP.optimize!,\Soptimizer backend,\SJuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS051,\Shigh,\S2026-07-13
\SMIM00150,\SM_BFGS,\SI_OPTIMJL,\Snative,\SOptim.optimize,\Salgorithm object,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS052,\Shigh,\S2026-07-13
\SMIM00151,\SM_LBFGS,\SI_OPTIMJL,\Snative,\SOptim.optimize,\Salgorithm object,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS052,\Shigh,\S2026-07-13
\SMIM00152,\SM_NELDER_MEAD,\SI_OPTIMJL,\Snative,\SOptim.optimize,\Salgorithm object,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS052,\Shigh,\S2026-07-13
\SMIM00153,\SM_NEWTON,\SI_OPTIMJL,\Snative,\SOptim.optimize,\Salgorithm object,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS052,\Shigh,\S2026-07-13
\SMIM00154,\SM_TRUST_NCG,\SI_OPTIMJL,\Snative,\SOptim.optimize,\Salgorithm object,\S,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS052,\Shigh,\S2026-07-13
\SMIM00155,\SM_CP_SEARCH,\SI_MINIZINC,\Svia_wrapper,\Sminizinc command/API,\Ssolver backend,\Smodel/flattening/backendの三層。global constraintがbackendで分解される差を確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS053,\Shigh,\S2026-07-13
\SMIM00156,\SM_CP_SAT,\SI_MINIZINC,\Svia_wrapper,\Sminizinc command/API,\Ssolver backend,\Smodel/flattening/backendの三層。global constraintがbackendで分解される差を確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS053,\Shigh,\S2026-07-13
\SMIM00157,\SM_BRANCH_CUT,\SI_MINIZINC,\Svia_wrapper,\Sminizinc command/API,\Ssolver backend,\Smodel/flattening/backendの三層。global constraintがbackendで分解される差を確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS053,\Shigh,\S2026-07-13
\SMIM00158,\SM_CDCL_SAT,\SI_MINIZINC,\Svia_wrapper,\Sminizinc command/API,\Ssolver backend,\Smodel/flattening/backendの三層。global constraintがbackendで分解される差を確認。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS053,\Shigh,\S2026-07-13
\SMIM00159,\SM_SIMPLEX,\SI_EXCEL_SOLVER,\Snative,\SExcel Solver UI,\S,\S教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS081,\Shigh,\S2026-07-13
\SMIM00160,\SM_GRADIENT_DESCENT,\SI_EXCEL_SOLVER,\Snative,\SExcel Solver UI,\S,\S教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS081,\Shigh,\S2026-07-13
\SMIM00161,\SM_BRANCH_BOUND,\SI_EXCEL_SOLVER,\Snative,\SExcel Solver UI,\S,\S教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,\S機能・status・optionはversionとbackendで確認。実装対応は一般的推奨を意味しない。,\SS081,\Shigh,\S2026-07-13
\SMIM00162,\SM_RIEMANNIAN_GRADIENT,\SI_MANOPT_JL,\Snative,\SManopt.jl solver functions,\S,\SJulia-native Riemannian optimization; verify manifold interface and derivative conventions.,\SFeatures and signatures are version-dependent; implementation support does not by itself imply problem suitability.,\SS095,\Shigh,\S2026-07-13
\SMIM00163,\SM_RIEMANNIAN_TRUST_REGION,\SI_MANOPT_JL,\Snative,\SManopt.jl solver functions,\S,\SJulia-native Riemannian optimization; verify manifold interface and derivative conventions.,\SFeatures and signatures are version-dependent; implementation support does not by itself imply problem suitability.,\SS095,\Shigh,\S2026-07-13
\SMIM_SCIPY_TRF,\SM_TRUST_REGION_REFLECTIVE,\SI_SCIPY_LEAST_SQUARES_TRF,\Snative,\Sscipy.optimize.least_squares,\Strf (default),"\SResidual vector and Jacobian structure are used directly. Bounds, robust loss, sparse Jacobians, and callback stopping are supported by the API.","\SLocal nonlinear least-squares method; bounds only, not general nonlinear constraints. Default selection is not a universal performance ranking.",\SS003;S096,\Shigh,\S2026-07-16
