implementation_id,library_name,solver_name,api_name,method_selector,language,license,commercial_model,free_use_conditions,open_source,os_support,problem_formats,variable_support,constraint_support,analytic_derivatives,autodiff,numerical_diff,sparse_support,parallelism,gpu_support,warm_start,callback,termination_controls,initialization,constraint_violation_reporting,optimality_info,dual_variables,optimality_gap,sensitivity_info,status_codes,major_options,default_safety,documentation_quality,beginner_usability,maintenance_status,last_release,last_verified,official_docs_url,official_repo_url,usage_example,notes,supported_method_ids,implementation_differences,source_ids,confidence
I_BOTORCH,BoTorch,BoTorch Bayesian optimization,botorch / optimize_acqf,model/acquisition,Python,MIT,open_source,Open-source license terms apply.,yes,cross_platform,Bayesian optimization;expensive black-box;multiobjective BO,continuous;integer/categorical via models or relaxations,bounds;outcome constraints;black-box constraints by modeling,optional_observation_gradients,yes_PyTorch,no,model_dependent,batch q-acquisition,yes_PyTorch,yes_data/model_state,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,posterior_and_acquisition_gradients,yes,tolerances;limits;scaling;verbosity;method_specific_options,modeling_required,high,expert,active_docs_verified,0.18.1 (official site observed),2026-07-13,https://botorch.org/,https://github.com/pytorch/botorch,"botorch / optimize_acqf(..., method='model/acquisition')",posterior uncertaintyは最適性証明ではない。outcome transform、noise model、acquisition optimizationを検査。,M_BAYESIAN_OPT_GP;M_TURBO_SAASBO,,S035,high
I_AX,Ax,Ax adaptive experimentation,ax.service / AxClient,,Python,MIT,open_source,Open-source license terms apply.,yes,cross_platform,adaptive experimentation and Bayesian optimization,continuous;integer;categorical;conditional,parameter/outcome constraints;multiobjective,no,via_BoTorch,no,model_dependent,batch/asynchronous,via_BoTorch,yes_experiment_storage,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,model_diagnostics,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,active_docs_verified,1.3.1 (official site observed),2026-07-13,https://ax.dev/,https://github.com/facebook/Ax,ax.service / AxClient(...),service/modelbridge層。generation strategyとunderlying BoTorch modelを分離して記録。,M_BAYESIAN_OPT_GP;M_TURBO_SAASBO;M_RANDOM_SEARCH,,S036,high
I_SMAC3,SMAC3,SMAC,smac.HyperparameterOptimizationFacade,,Python,BSD-3-Clause,open_source,Open-source license terms apply.,yes,cross_platform,algorithm configuration and HPO,continuous;integer;categorical;conditional,forbidden configurations;crash/cost handling,no,no,no,not_applicable,distributed_workers,no,yes_runhistory,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,model_diagnostics,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,active_docs_verified,unknown,2026-07-13,https://automl.github.io/SMAC3/latest/,https://github.com/automl/SMAC3,smac.HyperparameterOptimizationFacade(...),scenario、intensifier、runhistory、budget/fidelityを明示。,M_SMAC_RF;M_RANDOM_SEARCH,,S037,high
I_RAY_TUNE,Ray Tune,Ray Tune,ray.tune.Tuner,search_alg/scheduler,Python,Apache-2.0,open_source,Open-source license terms apply.,yes,cross_platform,distributed HPO and experiment scheduling,continuous;integer;categorical;conditional,framework/searcher dependent,no,no,no,not_applicable,distributed,yes_resource_scheduling,yes_checkpoints/restore,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,scheduler_and_searcher_required,high,medium,active_docs_verified,2.56.0 (official docs observed),2026-07-13,https://docs.ray.io/en/latest/tune/index.html,https://github.com/ray-project/ray,"ray.tune.Tuner(..., method='search_alg/scheduler')",Tuneはorchestration layer。search algorithmとschedulerを同一手法として扱わない。,M_RANDOM_SEARCH;M_HYPERBAND_ASHA;M_PBT;M_BAYESIAN_OPT_GP,,S038,high
I_PYMOO,pymoo,pymoo algorithms,pymoo.optimize.minimize,algorithm object,Python,Apache-2.0,open_source,Open-source license terms apply.,yes,cross_platform,multiobjective and evolutionary optimization,continuous;integer;binary;mixed by operators,bounds;constraints,optional_problem_gradients,no,external,not_applicable,yes_evaluations,no,yes_population,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,active_docs_verified,unknown,2026-07-13,https://pymoo.org/,https://github.com/anyoptimization/pymoo,"pymoo.optimize.minimize(..., method='algorithm object')",termination、reference directions、constraint violation、performance indicatorsを明示。,M_NSGA_II;M_NSGA_III;M_MOEA_D;M_GENETIC_ALGORITHM,,S039,high
I_DEAP,DEAP,DEAP evolutionary framework,deap.algorithms / toolbox,,Python,LGPL-3.0,open_source,Open-source license terms apply.,yes,cross_platform,custom evolutionary algorithms,arbitrary encoded individuals,custom penalty/repair,no,no,no,not_applicable,map abstraction,no,custom_population,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,framework_requires_design,high,expert,active_docs_verified,unknown,2026-07-13,https://deap.readthedocs.io/en/master/,https://github.com/DEAP/deap,deap.algorithms / toolbox(...),frameworkでありdefault solverではない。encoding/operator/fitness/constraint処理の妥当性は利用者責任。,M_GENETIC_ALGORITHM;M_PARTICLE_SWARM;M_NSGA_II,,S040,high
I_CERES,Ceres Solver,Ceres,ceres::Solve,,C++,BSD-3-Clause,open_source,Open-source license terms apply.,yes,cross_platform,nonlinear least squares;general unconstrained cost,continuous parameter blocks,bounds;manifold parameterizations;residual blocks,yes,yes,yes,yes,yes_residuals/linear_solver,no,via_parameters,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,covariance_tools,yes,tolerances;limits;scaling;verbosity;method_specific_options,good_for_least_squares,high,medium,active_docs_verified,unknown,2026-07-13,https://ceres-solver.readthedocs.io/latest/,https://github.com/ceres-solver/ceres-solver,ceres::Solve(...),robust loss、Schur structure、local parameterization/manifold、linear solver choiceが重要。,M_GAUSS_NEWTON;M_LEVENBERG_MARQUARDT;M_TRUST_KRYLOV,,S041;S077,high
I_CASADI,CasADi,CasADi + NLP/QP plugins,casadi.nlpsol / qpsol,plugin name,Python;C++;Matlab,LGPL-3.0,open_source,Open-source license terms apply.,yes,cross_platform,symbolic/AD NLP;optimal control;QP,continuous;trajectory,bounds;linear;nonlinear;dynamics through transcription,symbolic_AD,yes,possible_but_not_primary,yes,map/mapaccum/codegen,limited/external,yes,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,yes_backend,backend_dependent,yes_AD,yes,tolerances;limits;scaling;verbosity;method_specific_options,plugin_selection_required,high,medium,active_docs_verified,unknown,2026-07-13,https://web.casadi.org/docs/,https://github.com/casadi/casadi,"casadi.nlpsol / qpsol(..., method='plugin name')",CasADiはAD/modelingとsolver plugin層。Ipopt等backendの保証・licenseを別に記録。,M_INTERIOR_POINT_NLP;M_SQP;M_MULTIPLE_SHOOTING;M_DIRECT_COLLOCATION,,S042,high
I_ACADOS,acados,acados,AcadosOcpSolver / native,,C;Python;Matlab/Octave,BSD-2-Clause,open_source,Open-source license terms apply.,yes,cross_platform,optimal control;NMPC;MHE,continuous state/control/trajectory,dynamics;path;bounds;terminal constraints,yes/generated,via_CasADi,external,yes_structured,yes_by_backend,no,yes_critical,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,yes,KKT_not_global,yes,yes,tolerances;limits;scaling;verbosity;method_specific_options,expert_configuration,high,expert,active_docs_verified,unknown,2026-07-13,https://docs.acados.org/,https://github.com/acados/acados,AcadosOcpSolver / native(...),real-time iteration、condensing、integrator、QP solver、scalingを一体で検証。,M_MULTIPLE_SHOOTING;M_SQP;M_ILQR_DDP;M_ADMM_QP,,S043;S076,high
I_PYMANOPT,Pymanopt,Pymanopt,pymanopt.optimizers.*,,Python,BSD-3-Clause,open_source,Open-source license terms apply.,yes,cross_platform,Riemannian manifold optimization,manifold variables,intrinsic manifold constraint,yes,yes_multiple_backends,limited,linear_algebra_dependent,backend_dependent,backend_dependent,yes,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,active_docs_verified,2.2.1,2026-07-13,https://pymanopt.org/,https://github.com/pymanopt/pymanopt,pymanopt.optimizers.*(...),manifold、backend、cost decorator、Riemannian derivative validationを確認。,M_RIEMANNIAN_GRADIENT;M_RIEMANNIAN_TRUST_REGION,,S044;S091,high
I_MANOPT_MATLAB,Manopt,Manopt,trustregions / conjugategradient / steepestdescent,,MATLAB,GPL-3.0-or-later,open_source,Open-source under GPL-3.0-or-later; redistribution and derivative works must follow GPL terms.,yes,cross_platform,Riemannian manifold optimization,manifold variables,intrinsic manifold constraint,yes,partial/tools,yes_checkgradient,linear_algebra_dependent,MATLAB/backend,MATLAB/backend,yes,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,active_docs_verified,8.0,2026-07-13,https://www.manopt.org/,https://github.com/NicolasBoumal/manopt,trustregions / conjugategradient / steepestdescent(...),Official repository README states Manopt 8.0 and GPL version 3 or later.,M_RIEMANNIAN_GRADIENT;M_RIEMANNIAN_TRUST_REGION,,S045;S092,high
I_JAXOPT,JAXopt,JAXopt,jaxopt.*,,Python,Apache-2.0,open_source,Open-source license terms apply.,yes,cross_platform,differentiable optimization;first/second-order;implicit differentiation,continuous,unconstrained;bounds;structured by solver,yes_via_JAX,yes,no,JAX_dependent,JAX_vmap/pmap,yes_JAX,yes,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,method_dependent,method_dependent,yes_implicit_diff,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,medium,legacy,0.8.5,2026-07-13,https://jaxopt.github.io/stable/,https://github.com/google/jaxopt,jaxopt.*(...),official repository status/maintenance cadenceを確認。JAX compilation/static shapeとsolver differentiabilityに注意。 Official repository states that JAXopt is no longer maintained or developed; evaluate JAX/Optax alternatives before new adoption.,M_LBFGS;M_PROJECTED_GRADIENT;M_GAUSS_NEWTON;M_PROX_GRADIENT,,S046;S093,high
I_OPTAX,Optax,Optax gradient transformations,optax.*,,Python,Apache-2.0,open_source,Open-source license terms apply.,yes,cross_platform,stochastic gradient optimization for JAX,continuous arrays/pytrees,usually unconstrained;custom transformations,yes_via_JAX,yes_JAX,no,array_dependent,JAX_pmap/pjit,yes_JAX,yes_optimizer_state,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,autodiff,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,high,active_docs_verified,unknown,2026-07-13,https://optax.readthedocs.io/en/latest/,https://github.com/google-deepmind/optax,optax.*(...),optimizer transformation library。training loop、schedule、regularization、state checkpointは利用者が管理。,M_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW,,S047,high
I_PYTORCH_OPTIM,PyTorch,torch.optim,torch.optim.*,,Python;C++ backend,BSD-3-Clause,open_source,Open-source license terms apply.,yes,cross_platform,ML training optimizers,continuous tensors/model parameters,usually unconstrained;custom projection/penalty,yes_autograd,yes,no,partial_optimizer_dependent,GPU/distributed,yes,yes_state_dict,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,autograd,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,high,active_docs_verified,2.13 docs observed,2026-07-13,https://docs.pytorch.org/docs/stable/optim.html,https://github.com/pytorch/pytorch,torch.optim.*(...),optimizer classごとにsparse gradient、foreach/fused/capturable、memoryが異なる。,M_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW;M_LBFGS,,S048,high
I_TENSORFLOW_OPTIM,TensorFlow/Keras,Keras optimizers,tf.keras.optimizers.*,,Python;C++ backend,Apache-2.0,open_source,Open-source license terms apply.,yes,cross_platform,ML training optimizers,continuous tensors/model variables,usually unconstrained;constraints via model/layers,yes_GradientTape,yes,no,partial_optimizer_dependent,GPU/TPU/distributed strategies,yes,yes_checkpoint,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,autodiff,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,high,active_docs_verified,unknown,2026-07-13,https://www.tensorflow.org/api_docs/python/tf/keras/optimizers,https://github.com/tensorflow/tensorflow,tf.keras.optimizers.*(...),,M_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW,,S049,high
I_DRAKE,Drake,MathematicalProgram / trajectory optimization,pydrake.solvers.MathematicalProgram,,C++;Python,BSD-3-Clause,open_source,Open-source license terms apply.,yes,cross_platform,robotics mathematical programs;trajectory optimization,continuous;binary by backend;rotations/trajectories,bounds;linear;quadratic;nonlinear;PSD/SOC by backend,yes,yes_AutoDiffXd,external,backend_dependent,backend_dependent,no,backend_dependent,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,backend_dependent,backend_dependent,partial,yes,tolerances;limits;scaling;verbosity;method_specific_options,solver_selection_required,high,expert,active_docs_verified,unknown,2026-07-13,https://drake.mit.edu/doxygen_cxx/group__solvers.html,https://github.com/RobotLocomotion/drake,pydrake.solvers.MathematicalProgram(...),MathematicalProgramと個別solver、geometry/trajectory classesを分離。,M_DIRECT_COLLOCATION;M_MULTIPLE_SHOOTING;M_INTERIOR_POINT_NLP;M_BRANCH_CUT,,S050,high
I_JUMP,JuMP,JuMP modeling language,JuMP.optimize!,optimizer backend,Julia,MIT,modeling_layer,Open-source license terms apply.,yes,cross_platform,LP;QP;conic;NLP;MIP via MathOptInterface backends,continuous;integer;binary;cone variables,backend-dependent algebraic constraints,symbolic/AD,yes_for_NLP,backend_dependent,backend_dependent,backend_dependent,backend_dependent,backend_dependent,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,backend_dependent,backend_dependent,extensions/backend,yes,tolerances;limits;scaling;verbosity;method_specific_options,solver_selection_required,high,high,active_docs_verified,unknown,2026-07-13,https://jump.dev/JuMP.jl/stable/,https://github.com/jump-dev/JuMP.jl,"JuMP.optimize!(..., method='optimizer backend')",JuMPはmodeling layer。MathOptInterface属性とbackend capabilityを別管理。,M_SIMPLEX;M_PRIMAL_DUAL_CONIC;M_BRANCH_CUT;M_INTERIOR_POINT_NLP,,S051,high
I_OPTIMJL,Optim.jl,Optim.jl,Optim.optimize,algorithm object,Julia,MIT,open_source,Open-source license terms apply.,yes,cross_platform,continuous local optimization,continuous,unconstrained;bounds;constraints by related packages,yes,yes_via_AD packages,yes,algorithm_dependent,limited,array_backend_dependent,via_initial_guess/state,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,no,no,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,high,active_docs_verified,unknown,2026-07-13,https://julianlsolvers.github.io/Optim.jl/stable/,https://github.com/JuliaNLSolvers/Optim.jl,"Optim.optimize(..., method='algorithm object')",,M_BFGS;M_LBFGS;M_NELDER_MEAD;M_NEWTON;M_TRUST_NCG,,S052,high
I_MINIZINC,MiniZinc,MiniZinc modeler,minizinc command/API,solver backend,MiniZinc;Python/C#/Java interfaces,MPL-2.0,modeling_layer,Open-source license terms apply.,yes,cross_platform,constraint programming;MIP;SAT via backend,integer;binary;finite domain;set;float by backend,global/logical/algebraic constraints,not_applicable,no,not_applicable,backend_dependent,backend_dependent,no,backend_dependent,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,backend_dependent,backend_dependent,no,yes,tolerances;limits;scaling;verbosity;method_specific_options,solver_selection_required,high,high,active_docs_verified,unknown,2026-07-13,https://docs.minizinc.dev/en/stable/,https://github.com/MiniZinc/libminizinc,"minizinc command/API(..., method='solver backend')",model/flattening/backendの三層。global constraintがbackendで分解される差を確認。,M_CP_SEARCH;M_CP_SAT;M_BRANCH_CUT;M_CDCL_SAT,,S053,high
I_EXCEL_SOLVER,Microsoft Excel,Solver add-in,Excel Solver UI,,Excel/VBA,Proprietary bundled component,commercial,Availability depends on Microsoft 365/Office license and platform.,no,Windows;macOS_feature_differences,small spreadsheet LP/NLP/integer models,continuous;integer;binary,cell bounds;algebraic spreadsheet constraints,no,no,implementation_dependent,no,no,no,current_cell_values,implementation_dependent,tolerance;iteration_limit;time_or_evaluation_limit_by_api,initial_guess_or_model_dependent,yes,yes,partial_reports_by_method,limited,LP_reports,yes,tolerances;limits;scaling;verbosity;method_specific_options,conditional,high,high,active_docs_verified,unknown,2026-07-13,https://support.microsoft.com/en-us/office/define-and-solve-a-problem-by-using-solver-5d1a388f-079d-43ac-a7eb-f63e45925040,,Excel Solver UI(...),教育・小規模GUI用途。engine/version/option、scale、integer tolerance、status reportを保存し再現性を確保。,M_SIMPLEX;M_GRADIENT_DESCENT;M_BRANCH_BOUND,,S081,high
I_MANOPT_JL,Manopt.jl,Manopt.jl,Manopt.jl solver functions,,Julia,MIT,open_source,Open-source MIT license terms apply.,yes,cross_platform,Riemannian manifold optimization,manifold variables,intrinsic manifold constraint,yes,via Julia ecosystem/extensions,diagnostic_tools,linear_algebra_dependent,Julia/backend_dependent,backend_dependent,yes,decorators_and_recording,stopping_criteria;iteration_limit;time_or_evaluation_limit_by_solver,initial_manifold_point,intrinsic_feasibility_by_manifold,yes,no,no,no,solver_state_and_stopping_reason,retraction;vector_transport;stopping_criterion;stepsize;debug;record,conditional,high,medium,active_docs_verified,0.6.1,2026-07-13,https://manoptjl.org/,https://github.com/JuliaManifolds/Manopt.jl,using Manopt; gradient_descent(...),"API and extension behavior can change by version; verify manifold, retraction, gradient/Hessian conventions, and backend.",M_RIEMANNIAN_GRADIENT;M_RIEMANNIAN_TRUST_REGION,Julia-native manifold ecosystem and configurable decorators/stopping criteria.,S095,high
