case_feature_map_id,case_id,feature_id,feature_value_id,value_text,truth_status,notes,source_ids,confidence,last_verified
\SCFM00188,\SEC019,\SF_EVALUATION_COST,\SFV0060,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00189,\SEC019,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00190,\SEC019,\SF_SOLUTION_GOAL,\SFV0073,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00191,\SEC020,\SF_VARIABLE_DOMAIN,\SFV0009,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00192,\SEC020,\SF_OBJECTIVE_FORM,\SFV0015,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00193,\SEC020,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00194,\SEC020,\SF_SMOOTHNESS,\SFV0024,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00195,\SEC020,\SF_DERIVATIVE_ACCESS,\SFV0031,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00196,\SEC020,\SF_CONSTRAINT_CLASS,\SFV0051,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00197,\SEC020,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00198,\SEC020,\SF_EVALUATION_COST,\SFV0061,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00199,\SEC020,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00200,\SEC020,\SF_SOLUTION_GOAL,\SFV0068,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS042;S043;S076,\Smedium,\S2026-07-13
\SCFM00201,\SEC021,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00202,\SEC021,\SF_OBJECTIVE_FORM,\SFV0015,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00203,\SEC021,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00204,\SEC021,\SF_SMOOTHNESS,\SFV0024,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00205,\SEC021,\SF_DERIVATIVE_ACCESS,\SFV0033,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00206,\SEC021,\SF_CONSTRAINT_CLASS,\SFV0041,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00207,\SEC021,\SF_DIMENSION_CONTEXT,\SFV0057,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00208,\SEC021,\SF_EVALUATION_COST,\SFV0060,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00209,\SEC021,\SF_NOISE_LEVEL,\SFV0065,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00210,\SEC021,\SF_SOLUTION_GOAL,\SFV0068,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS047;S048;S049;S070,\Smedium,\S2026-07-13
\SCFM00211,\SEC022,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00212,\SEC022,\SF_OBJECTIVE_FORM,\SFV0016,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00213,\SEC022,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00214,\SEC022,\SF_SMOOTHNESS,\SFV0029,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00215,\SEC022,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00216,\SEC022,\SF_CONSTRAINT_CLASS,\SFV0042,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00217,\SEC022,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00218,\SEC022,\SF_EVALUATION_COST,\SFV0061,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00219,\SEC022,\SF_NOISE_LEVEL,\SFV0065,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00220,\SEC022,\SF_SOLUTION_GOAL,\SFV0070,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS034;S035;S037;S038,\Smedium,\S2026-07-13
\SCFM00221,\SEC023,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00222,\SEC023,\SF_OBJECTIVE_FORM,\SFV0011,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00223,\SEC023,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00224,\SEC023,\SF_SMOOTHNESS,\SFV0028,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00225,\SEC023,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00226,\SEC023,\SF_CONSTRAINT_CLASS,\SFV0045,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00227,\SEC023,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00228,\SEC023,\SF_EVALUATION_COST,\SFV0059,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00229,\SEC023,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00230,\SEC023,\SF_SOLUTION_GOAL,\SFV0072,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS005;S016;S021;S024,\Smedium,\S2026-07-13
\SCFM00231,\SEC024,\SF_VARIABLE_DOMAIN,\SFV0010,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00232,\SEC024,\SF_OBJECTIVE_FORM,\SFV0093,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.;v0.2.0 enum normalization,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00233,\SEC024,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00234,\SEC024,\SF_SMOOTHNESS,\SFV0028,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00235,\SEC024,\SF_DERIVATIVE_ACCESS,\SFV0038,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00236,\SEC024,\SF_CONSTRAINT_CLASS,\SFV0047,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00237,\SEC024,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00238,\SEC024,\SF_EVALUATION_COST,\SFV0060,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00239,\SEC024,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00240,\SEC024,\SF_SOLUTION_GOAL,\SFV0073,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS023;S024,\Smedium,\S2026-07-13
\SCFM00241,\SEC025,\SF_VARIABLE_DOMAIN,\SFV0009,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00242,\SEC025,\SF_OBJECTIVE_FORM,\SFV0012,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00243,\SEC025,\SF_CONVEXITY,\SFV0019,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00244,\SEC025,\SF_SMOOTHNESS,\SFV0024,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00245,\SEC025,\SF_DERIVATIVE_ACCESS,\SFV0030,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00246,\SEC025,\SF_CONSTRAINT_CLASS,\SFV0051,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00247,\SEC025,\SF_DIMENSION_CONTEXT,\SFV0056,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00248,\SEC025,\SF_EVALUATION_COST,\SFV0059,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00249,\SEC025,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00250,\SEC025,\SF_SOLUTION_GOAL,\SFV0068,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS012;S043;S076,\Smedium,\S2026-07-13
\SCFM00251,\SEC026,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00252,\SEC026,\SF_OBJECTIVE_FORM,\SFV0015,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00253,\SEC026,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00254,\SEC026,\SF_SMOOTHNESS,\SFV0024,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00255,\SEC026,\SF_DERIVATIVE_ACCESS,\SFV0036,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00256,\SEC026,\SF_CONSTRAINT_CLASS,\SFV0052,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00257,\SEC026,\SF_DIMENSION_CONTEXT,\SFV0058,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00258,\SEC026,\SF_EVALUATION_COST,\SFV0062,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00259,\SEC026,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00260,\SEC026,\SF_SOLUTION_GOAL,\SFV0068,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS017;S019;S056,\Smedium,\S2026-07-13
\SCFM00261,\SEC027,\SF_VARIABLE_DOMAIN,\SFV0005,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00262,\SEC027,\SF_OBJECTIVE_FORM,\SFV0016,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00263,\SEC027,\SF_CONVEXITY,\SFV0022,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00264,\SEC027,\SF_SMOOTHNESS,\SFV0027,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00265,\SEC027,\SF_DERIVATIVE_ACCESS,\SFV0037,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00266,\SEC027,\SF_CONSTRAINT_CLASS,\SFV0052,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00267,\SEC027,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00268,\SEC027,\SF_EVALUATION_COST,\SFV0061,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00269,\SEC027,\SF_NOISE_LEVEL,\SFV0067,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00270,\SEC027,\SF_SOLUTION_GOAL,\SFV0073,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS031;S035,\Smedium,\S2026-07-13
\SCFM00271,\SEC028,\SF_VARIABLE_DOMAIN,\SFV0001,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00272,\SEC028,\SF_OBJECTIVE_FORM,\SFV0017,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00273,\SEC028,\SF_CONVEXITY,\SFV0023,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00274,\SEC028,\SF_SMOOTHNESS,\SFV0024,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00275,\SEC028,\SF_DERIVATIVE_ACCESS,\SFV0035,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00276,\SEC028,\SF_CONSTRAINT_CLASS,\SFV0041,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00277,\SEC028,\SF_DIMENSION_CONTEXT,\SFV0055,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00278,\SEC028,\SF_EVALUATION_COST,\SFV0060,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00279,\SEC028,\SF_NOISE_LEVEL,\SFV0063,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
\SCFM00280,\SEC028,\SF_SOLUTION_GOAL,\SFV0068,\S,\Syes,\SInherited from representative archetype; concrete instance summary takes precedence.,\SS080;S056,\Smedium,\S2026-07-13
